sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist
GCA_002412245.1_Y.pestis_A-1691_genomic	A-1691	1971.0	-50	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05150065	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	Asia	1971.0	50.0	0.0	42.06103415	78.17073232346421	?	IonTorrent	Newbler v. 2.6	?	?	?	1.571	173.0	97.0	37.0	2.62162	3.0	0.0810811	206.0	173.0	33.0	0.160194	4.4594e-06	#238af5	0.ANT	POINT (78.17073232346421 42.06103415)	6.168430000000001e-05	1.94681e-05
GCA_002412225.1_Y.pestis_A-1486_genomic	A-1486	1966.0	-55	Kyrgyzstan	Osh Region	41.5089324	74.724091	40.1537925	73.35273504013053	Antiqua	0.ANT	0.ANT3	SAMN05149973	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	Asia	1966.0	55.0	0.0	40.1537925	73.35273504013053	Non-Human	IonTorrent	Newbler v. 2.6	Marmota caudata	Rodentia	?	2.051	155.0	84.0	35.0	2.4	8.0	0.228571	182.0	155.0	27.0	0.148352	1.6429e-06	#238af5	0.ANT	POINT (73.35273504013053 40.1537925)	5.74831e-05	1.52669e-05
GCA_003085875.1_ASM308587v1_genomic	M-986	1975.0	-46	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05149970	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1975.0	46.0	0.0	39.3281408	46.1530296	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	?	1.605	637.0	361.0	128.0	2.8203099999999997	7.0	0.0546875	641.0	637.0	4.0	0.00624025	4.694e-07	#5148fc	0.PE	POINT (46.1530296 39.3281408)	8.10561e-05	7.88265e-05
GCA_003085915.1_ASM308591v1_genomic	517	2014.0	-7	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05017795	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4	Europe	2014.0	7.0	0.0	50.7114101	86.8572186	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	?	2.015	155.0	82.0	40.0	2.05	1.0	0.025	170.0	155.0	15.0	0.0882353	2.35e-08	#68fcc1	4.ANT	POINT (86.8572186 50.7114101)	6.036089999999999e-05	5.2249e-06
GCA_003086095.1_ASM308609v1_genomic	M-1524	1993.0	-28	Kazakhstan	Shymkent	47.2286086	65.20931970000001	42.31469620000001	69.5883282	Medievalis	2.MED	2.MED1	SAMN05017693	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1993.0	28.0	0.0	42.31469620000001	69.5883282	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	?	1.5530000000000002	215.0	117.0	51.0	2.29412	0.0	0.0	240.0	215.0	25.0	0.10416700000000001	2.8164e-06	#c5e88a	2.MED	POINT (69.58832820000001 42.31469620000001)	7.302040000000002e-05	9.4115e-06
GCA_003085855.1_ASM308585v1_genomic	M-1773	2002.0	-19	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN05017702	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2002.0	19.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	?	1.614	231.0	125.0	54.0	2.31481	1.0	0.0185185	257.0	231.0	26.0	0.10116699999999999	1.8622e-06	#c5e88a	2.MED	POINT (47.608851 47.1878186)	7.397920000000007e-05	1.0370300000000001e-05
GCA_001509865.1_ASM150986v1_genomic	Yp1945	2009.0	-12	United States of America	Texas	39.7837304	-100.445882	31.8160381	-99.5120986	Orientalis	1.ORI	1.ORI1	SAMN04012733	KEEP: Assembly Modern	1	North America	2009.0	12.0	0.0	31.8160381	-99.5120986	Non-Human	Illumina GAIIx	ABySS v. 1.3.2	Flea	Siphonaptera	?	2.19	62.0	21.0	16.0	1.3125	1.0	0.0625	62.0	62.0	0.0	0.0	1.8776e-06	#ff0000	1.ORI	POINT (-99.5120986 31.8160381)	6.94375e-05	3.8022e-06
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	M-1453	1991.0	-30	Kazakhstan	Atyrau	47.2286086	65.20931970000001	47.660582700000006	50.806203	Medievalis	2.MED	2.MED1	SAMN04376922	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1991.0	30.0	0.0	47.660582700000006	50.806203	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	?	1.806	230.0	126.0	56.0	2.25	1.0	0.0178571	241.0	230.0	11.0	0.045643199999999995	5.1635e-06	#c5e88a	2.MED	POINT (50.806203 47.66058270000001)	7.670550000000007e-05	1.30966e-05
GCA_001617805.1_Yersinia_pestis_173_genomic	173	1978.0	-43	Kazakhstan	Mangystau Region	47.2286086	65.20931970000001	43.736245200000006	53.1681252	Medievalis	2.MED	2.MED1	SAMN04376919	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1978.0	43.0	0.0	43.736245200000006	53.1681252	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	?	1.685	216.0	118.0	46.0	2.56522	1.0	0.0217391	228.0	216.0	12.0	0.0526316	2.35e-08	#c5e88a	2.MED	POINT (53.1681252 43.73624520000001)	7.215210000000004e-05	8.5432e-06
GCA_001617785.1_Yersinia_pestis_M-549_genomic	M-549	1977.0	-44	Turkmenistan	Balkan	39.37638070000001	59.3924609	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04376917	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1977.0	44.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	?	1.7209999999999999	214.0	118.0	49.0	2.4081599999999996	1.0	0.020408199999999998	236.0	214.0	22.0	0.09322029999999999	7.041e-07	#c5e88a	2.MED	POINT (54.91200550000001 39.9353714)	7.165920000000004e-05	8.0503e-06
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	M-1763	2002.0	-19	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN04376042	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2002.0	19.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2,6	Nosopsyllus laeviceps	Siphonaptera	?	2.1830000000000003	240.0	128.0	61.0	2.09836	0.0	0.0	248.0	240.0	8.0	0.0322581	4.6941e-06	#c5e88a	2.MED	POINT (47.608851 47.1878186)	7.628280000000001e-05	1.2673899999999999e-05
GCA_001613895.1_ASM161389v1_genomic	KM-816	1990.0	-31	Turkmenistan	Balkan	39.37638070000001	59.3924609	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04364500	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1990.0	31.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	?	1.71	222.0	117.0	51.0	2.29412	1.0	0.0196078	234.0	222.0	12.0	0.051282100000000004	1.6429e-06	#c5e88a	2.MED	POINT (54.91200550000001 39.9353714)	7.417040000000002e-05	1.05615e-05
GCA_001613885.1_ASM161388v1_genomic	M-978	1990.0	-31	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN04364306	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	1990.0	31.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	?	1.6780000000000002	210.0	121.0	46.0	2.63043	0.0	0.0	239.0	210.0	29.0	0.12133900000000002	1.4082e-06	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.370130000000008e-05	1.00924e-05
GCA_001601285.1_ASM160128v1_genomic	I-1996	1970.0	-51	Russia	Zabaykalsky Krai	64.6863136	97.7453061	52.248521	115.956325	Antiqua	2.ANT	2.ANT3	SAMN04357319	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	1970.0	51.0	0.0	52.248521	115.956325	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus dauricus	Rodentia	?	1.985	184.0	93.0	47.0	1.97872	1.0	0.0212766	207.0	184.0	23.0	0.11111099999999999	1.8776e-06	#97fca7	2.ANT	POINT (115.956325 52.248521)	6.574470000000001e-05	5.1869e-06
GCA_001595585.1_ASM159558v1_genomic	M-1864	2009.0	-12	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN04329024	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2009.0	12.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	?	1.7080000000000002	219.0	121.0	51.0	2.37255	0.0	0.0	246.0	219.0	27.0	0.10975599999999999	2.35e-08	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.299720000000009e-05	9.388300000000001e-06
GCA_000970105.1_ASM97010v1_genomic	KIM 5	2007.0	-14	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN03160723	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	35.672803	47.0124376	Human	454 GS FLX Titanium	?	Homo sapiens	Human	PAIRED	1.7469999999999999	227.0	122.0	50.0	2.44	2.0	0.04	262.0	227.0	35.0	0.133588	2.35e-08	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.191740000000004e-05	8.3085e-06
GCA_001188735.1_ASM118873v1_genomic	1045	[1961:1976]	[-60:-45]	Azerbaijan	Baku	40.3936294	47.7872508	40.3754434	49.8326748	Medievalis	2.MED	2.MED1	SAMN03943674	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2	Asia	1968.5	52.5	7.5	40.3754434	49.8326748	?	?	?	?	?	?	1.771	240.0	126.0	54.0	2.33333	2.0	0.037037	270.0	240.0	30.0	0.11111099999999999	1.4082e-06	#c5e88a	2.MED	POINT (49.8326748 40.3754434)	7.353680000000004e-05	9.927899999999999e-06
GCA_001188795.1_ASM118879v1_genomic	3067	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943655	KEEP: Assembly Modern Zhgenti 2015 Keller 2019 Placement	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	?	?	?	?	?	?	1.554	674.0	368.0	141.0	2.60993	13.0	0.0921986	685.0	674.0	11.0	0.0160584	2.5817e-06	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.438890000000001e-05	8.215930000000002e-05
GCA_001188775.1_ASM118877v1_genomic	3770	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943654	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	?	?	?	?	?	?	1.545	673.0	367.0	138.0	2.65942	14.0	0.101449	699.0	673.0	26.0	0.037196	1.1735e-06	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.319190000000002e-05	8.096230000000002e-05
GCA_001188755.1_ASM118875v1_genomic	8787	1992.0	-29	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943569	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1992.0	29.0	0.0	41.52653525	43.2469570403887	?	?	?	?	?	?	1.617	663.0	361.0	141.0	2.56028	12.0	0.0851064	691.0	663.0	28.0	0.040520999999999995	9.388e-07	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.27724e-05	8.05428e-05
GCA_001188325.1_YPY_1_genomic	14735	[1961:1976]	[-60:-45]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943539	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1968.5	52.5	7.5	41.52653525	43.2469570403887	?	Illumina HiSeq	Newbler v. 2.3	?	?	?	1.58	674.0	371.0	136.0	2.7279400000000003	12.0	0.0882353	681.0	674.0	7.0	0.010279	4.694e-07	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.24643e-05	8.02347e-05
GCA_001188335.1_DYA_1_genomic	G1670	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943538	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1975.0	46.0	25.0	41.52653525	43.2469570403887	?	Illumina HiSeq	Newbler v. 2.6	?	?	?	1.614	683.0	373.0	145.0	2.5724099999999996	12.0	0.0827586	693.0	683.0	10.0	0.014430000000000002	2.347e-07	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.62778e-05	8.40482e-05
GCA_001188815.1_ASM118881v1_genomic	2944	1975.0	-46	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.44282860000001	43.4204809	Medievalis	2.MED	2.MED1	SAMN03941711	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2	Europe	1975.0	46.0	0.0	43.44282860000001	43.4204809	?	?	?	?	?	?	1.745	235.0	121.0	58.0	2.08621	1.0	0.0172414	262.0	235.0	27.0	0.10305299999999999	1.1735e-06	#c5e88a	2.MED	POINT (43.4204809 43.44282860000001)	7.212860000000004e-05	8.519699999999999e-06
GCA_001261975.1_YPW_8_IHQD_genomic	KIM 10v	[1968:2015]	[-53:-6]	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN03817042	KEEP: Assembly Modern	2	Asia	1991.5	29.5	23.5	35.672803	47.0124376	Human	Illumina HiSeq	Newbler v. 2.6	Homo sapiens	Human	PAIRED	1.713	230.0	123.0	51.0	2.4117599999999997	2.0	0.0392157	267.0	230.0	37.0	0.138577	2.347e-07	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.212860000000004e-05	8.519699999999999e-06
GCA_001188935.1_ASM118893v1_genomic	1413	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03783058	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	?	?	?	?	?	?	1.587	664.0	363.0	139.0	2.61151	12.0	0.0863309	694.0	664.0	30.0	0.0432277	2.35e-08	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.321540000000002e-05	8.098580000000003e-05
GCA_001188715.1_ASM118871v1_genomic	1522	[1961:1976]	[-60:-45]	Armenia	Shirak Province	40.7696272	44.6736646	40.8294349	43.8276008	Caucasica	0.PE	0.PE2	SAMN03783057	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1968.5	52.5	7.5	40.8294349	43.8276008	?	?	?	?	?	?	1.568	670.0	369.0	133.0	2.7744400000000002	13.0	0.0977444	693.0	670.0	23.0	0.033188999999999996	2.347e-07	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.22296e-05	8e-05
GCA_001188695.1_ASM118869v1_genomic	1412	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03782999	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	?	?	?	?	?	?	1.5830000000000002	668.0	364.0	142.0	2.56338	11.0	0.0774648	683.0	668.0	15.0	0.021961900000000003	2.35e-08	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.321540000000002e-05	8.098580000000003e-05
GCA_000006645.1_ASM664v1_genomic	KIM 10+	1968.0	-53	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN02604093	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2	Asia	1968.0	53.0	0.0	35.672803	47.0124376	Human	?	?	Homo sapiens	Human	?	1.8319999999999999	235.0	126.0	52.0	2.42308	1.0	0.0192308	260.0	235.0	25.0	0.0961538	2.347e-06	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.421740000000003e-05	1.0608499999999998e-05
GCA_000022845.1_ASM2284v1_genomic	Z176003	1976.0	-45	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	1.IN	1.IN2	SAMN02603873	KEEP: Assembly Modern	1	Asia	1976.0	45.0	0.0	29.8556443	90.8749807	Non-Human	?	?	Marmota himalayana	Rodentia	?	2.0	80.0	45.0	21.0	2.1428599999999998	0.0	0.0	99.0	80.0	19.0	0.191919	9.388e-07	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.162179999999999e-05	2.8633999999999996e-06
GCA_000013825.1_ASM1382v1_genomic	Antiqua	1965.0	-56	Democratic Republic of the Congo	?	-4.0324901	22.457478747924338	?	?	Antiqua	1.ANT	1.ANT1	SAMN02598369	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	1	Africa	1965.0	56.0	0.0	-4.0324901	22.457478747924338	Human	?	?	Homo sapiens	Human	?	2.883	217.0	111.0	48.0	2.3125	10.0	0.208333	228.0	217.0	11.0	0.04824559999999999	1.1735e-06	#ff8a48	1.ANT	POINT (22.45747874792434 -4.0324901)	7.96561e-05	1.1970000000000001e-06
GCA_000269245.1_ASM26924v1_genomic	PY-113	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141506	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	1.882	89.0	41.0	21.0	1.95238	1.0	0.047619	89.0	89.0	0.0	0.0	9.388e-07	#ff0000	1.ORI	POINT (-78.5 -8)	7.147960000000004e-05	5.844299999999998e-06
GCA_000269465.1_ASM26946v1_genomic	PY-101	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141503	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	2.344	125.0	41.0	20.0	2.05	1.0	0.05	137.0	125.0	12.0	0.0875912	2.8164e-06	#ff0000	1.ORI	POINT (-78.5 -8)	7.152629999999999e-05	5.891e-06
GCA_000269165.1_ASM26916v1_genomic	PY-98	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141500	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	1.595	88.0	43.0	28.0	1.5357100000000001	2.0	0.07142860000000001	88.0	88.0	0.0	0.0	2.0753e-06	#ff0000	1.ORI	POINT (-78.5 -8)	7.312900000000005e-05	7.493699999999997e-06
GCA_000268705.1_ASM26870v1_genomic	PY-32	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141467	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	1.5630000000000002	74.0	35.0	21.0	1.66667	0.0	0.0	77.0	74.0	3.0	0.038961	4.694e-07	#ff0000	1.ORI	POINT (-78.5 -8)	7.120880000000002e-05	5.573499999999999e-06
GCA_000268505.1_ASM26850v1_genomic	PY-16	2009.0	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141463	KEEP: Assembly Modern	1	South America	2009.0	12.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	1.6569999999999998	86.0	38.0	27.0	1.40741	3.0	0.11111099999999999	86.0	86.0	0.0	0.0	2.5817e-06	#ff0000	1.ORI	POINT (-78.5 -8)	7.298030000000002e-05	7.345e-06
GCA_000268465.1_ASM26846v1_genomic	PY-13	2008.0	-13	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141460	KEEP: Assembly Modern	1	South America	2008.0	13.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	2.063	90.0	40.0	20.0	2.0	0.0	0.0	92.0	90.0	2.0	0.0217391	1.4082e-06	#ff0000	1.ORI	POINT (-78.833333 -6.25)	7.246190000000005e-05	6.826599999999998e-06
GCA_000268625.1_ASM26862v1_genomic	PY-12	2008.0	-13	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141459	KEEP: Assembly Modern	1	South America	2008.0	13.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	2.0	77.0	37.0	22.0	1.68182	2.0	0.0909091	79.0	77.0	2.0	0.0253165	2.504e-07	#ff0000	1.ORI	POINT (-78.833333 -6.25)	7.06142e-05	4.9789e-06
GCA_000268605.1_ASM26860v1_genomic	PY-11	2007.0	-14	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141458	KEEP: Assembly Modern	1	South America	2007.0	14.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	1.538	60.0	33.0	14.0	2.3571400000000002	0.0	0.0	61.0	60.0	1.0	0.016393400000000002	4.694e-07	#ff0000	1.ORI	POINT (-78.833333 -6.25)	7.042330000000001e-05	4.788e-06
GCA_000268445.1_ASM26844v1_genomic	PY-10	2006.0	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141457	KEEP: Assembly Modern	1	South America	2006.0	15.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	1.771	87.0	35.0	20.0	1.75	2.0	0.1	87.0	87.0	0.0	0.0	1.1645e-06	#ff0000	1.ORI	POINT (-78.833333 -6.25)	7.183330000000001e-05	6.197999999999999e-06
GCA_000268425.1_ASM26842v1_genomic	PY-09	2006.0	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141456	KEEP: Assembly Modern	1	South America	2006.0	15.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	?	3.182	85.0	31.0	22.0	1.40909	1.0	0.0454545	85.0	85.0	0.0	0.0	6.699e-07	#ff0000	1.ORI	POINT (-78.833333 -6.25)	7.153e-05	5.8947000000000005e-06
GCA_001188675.1_ASM118867v1_genomic	790	[1961:1976]	[-60:-45]	Kyrgyzstan	?	41.5089324	74.724091	?	?	Antiqua	0.ANT	0.ANT3	SAMN02769799	KEEP: Assembly Modern Zgenti 2015 Keller 2019	0	Asia	1968.5	52.5	7.5	41.5089324	74.724091	?	454 GS FLX Titanium	?	?	?	PAIRED	2.2119999999999997	158.0	85.0	34.0	2.5	8.0	0.235294	196.0	158.0	38.0	0.193878	9.388e-07	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.6779e-05	1.45628e-05
GCA_000311885.1_ASM31188v1_genomic	INS	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02403946	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	SOLiD 3 plus	Bowtie v. 2.0	Homo sapiens	Human	?	1.6	63.0	32.0	14.0	2.28571	2.0	0.14285699999999998	63.0	63.0	0.0	0.0	2.347e-07	#ff0000	1.ORI	POINT (-78.5 -8)	7.049380000000003e-05	4.8584999999999985e-06
GCA_000182485.1_ASM18248v1_genomic	Nepal516	1967.0	-54	Nepal	Gandaki Pradesh	28.1083929	84.0917139	28.3840962	84.03632755245305	Antiqua	2.ANT	2.ANT1	SAMN02403941	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2	Asia	1967.0	54.0	0.0	28.3840962	84.03632755245305	Human	?	?	Homo sapiens	Human	?	1.6019999999999999	200.0	102.0	45.0	2.26667	10.0	0.22222199999999998	234.0	200.0	34.0	0.145299	6.337e-06	#97fca7	2.ANT	POINT (84.03632755245305 28.3840962)	6.978170000000002e-05	9.2239e-06
GCA_000325485.1_ASM32548v1_genomic	YN663	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403108	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Xenopsylla cneopis roths	Siphonaptera	?	1.6669999999999998	54.0	28.0	16.0	1.75	0.0	0.0	54.0	54.0	0.0	0.0	2.347e-07	#ff0000	1.ORI	POINT (102 25)	7.090630000000001e-05	5.270999999999999e-06
GCA_000325445.1_ASM32544v1_genomic	YN2588	2000.0	-21	China	Guangxi Zhuang	35.000074	104.999927	24.0	109.0	Orientalis	1.ORI	1.ORI2	SAMN02403106	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	2000.0	21.0	0.0	24.0	109.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	?	1.5219999999999998	56.0	29.0	16.0	1.8125	0.0	0.0	56.0	56.0	0.0	0.0	7.041e-07	#ff0000	1.ORI	POINT (109 24)	7.184510000000001e-05	6.209799999999999e-06
GCA_000325425.1_ASM32542v1_genomic	YN2551	2002.0	-19	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403105	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	2002.0	19.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	?	1.636	56.0	31.0	17.0	1.8235299999999999	0.0	0.0	56.0	56.0	0.0	0.0	2.35e-08	#ff0000	1.ORI	POINT (102 25)	7.11645e-05	5.5291999999999995e-06
