sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	variant_qc	tstv_outlier
GCA_002412305.1_Y.pestis_A-1809_genomic	A-1809	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Medievalis	2.MED	2.MED1	SAMN05017696	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	2	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.6	Pectinoctenus nemorosus	Siphonaptera	#c5e88a	2.MED	POINT (72.14310491939636 42.4451869)	9.216379999999998e-05	NA	2.87719e-05	0.7290000000000001	214.0	110.0	52.0	2.11538	0.0	0.0	234.0	214.0	20.0	0.08547010000000001	1.47375e-05	fail	1.0
GCA_003086095.1_ASM308609v1_genomic	M-1524	1993.0	-28	Kazakhstan	Shymkent	47.2286086	65.20931970000001	42.31469620000001	69.5883282	Medievalis	2.MED	2.MED1	SAMN05017693	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1993.0	28.0	0.0	42.31469620000001	69.5883282	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (69.58832820000001 42.31469620000001)	7.401589999999998e-05	NA	1.0623999999999999e-05	1.5530000000000002	215.0	117.0	51.0	2.29412	0.0	0.0	240.0	215.0	25.0	0.10416700000000001	2.8268e-06	pass	0.0
GCA_003086115.1_ASM308611v1_genomic	A-1920	1988.0	-33	Kazakhstan	Almaty Region	47.2286086	65.20931970000001	45.2351691	77.27418709999998	Medievalis	2.MED	2.MED1	SAMN05017652	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1988.0	33.0	0.0	45.2351691	77.27418709999998	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (77.27418709999998 45.2351691)	0.00011709179999999997	NA	5.36999e-05	0.45899999999999996	227.0	124.0	56.0	2.21429	1.0	0.0178571	252.0	227.0	25.0	0.0992063	2.81184e-05	fail	1.0
GCA_003086075.1_ASM308607v1_genomic	A-1825	1983.0	-38	Uzbekistan	Navoiy Region	41.32373	63.9528098	42.0	64.0	Medievalis	2.MED	2.MED1	SAMN05017610	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1983.0	38.0	0.0	42.0	64.0	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (64 42)	0.00012015879999999999	NA	5.67669e-05	0.47700000000000004	226.0	133.0	49.0	2.71429	0.0	0.0	260.0	226.0	34.0	0.130769	3.11854e-05	fail	1.0
GCA_003086035.1_ASM308603v1_genomic	2751-55	2012.0	-9	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05017606	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Europe	2012.0	9.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.6	Ochotona pallasi	Lagomorpha	#5148fc	0.PE	POINT (86.8572186 50.7114101)	5.9962699999999994e-05	NA	5.77322e-05	1.433	391.0	205.0	87.0	2.35632	6.0	0.0689655	415.0	391.0	24.0	0.0578313	1.1778e-06	pass	0.0
GCA_001693595.1_ASM169359v1_genomic	Cadman	2016.0	-5	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN05282282	KEEP: Assembly Modern	1	North America	2016.0	5.0	0.0	34.5708167	-105.993007	Human	NA	NA	Homo sapiens	Human	#ff0000	1.ORI	POINT (-105.993007 34.5708167)	7.057739999999999e-05	NA	3.7903e-06	0.647	27.0	14.0	7.0	2.0	0.0	0.0	28.0	27.0	1.0	0.035714300000000004	1.4134e-06	fail	1.0
GCA_003085855.1_ASM308585v1_genomic	M-1773	2002.0	-19	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN05017702	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2002.0	19.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	#c5e88a	2.MED	POINT (47.608851 47.1878186)	7.499909999999994e-05	NA	1.1607199999999996e-05	1.614	231.0	125.0	54.0	2.31481	1.0	0.0185185	257.0	231.0	26.0	0.10116699999999999	1.8621e-06	pass	0.0
GCA_000835005.1_ASM83500v1_genomic	Nairobi	1985.0	-36	Kenya	Nairobi	1.4419683	38.4313975	-1.30316895	36.826061224105075	Antiqua	1.ANT	1.ANT1	SAMN03256395	KEEP: Assembly Modern Placement	1	Africa	1985.0	36.0	0.0	-1.30316895	36.826061224105075	NA	454 GS FLX Titanium	NA	NA	NA	#ff8a48	1.ANT	POINT (36.82606122410508 -1.30316895)	8.29601e-05	NA	1.54421e-05	2.661	218.0	113.0	53.0	2.1320799999999998	4.0	0.0754717	243.0	218.0	25.0	0.102881	1.54421e-05	pass	1.0
GCA_001559935.1_ASM155993v1_genomic	KM918	1989.0	-32	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.44282860000001	43.4204809	Medievalis	2.MED	2.MED1	SAMN04331740	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	1989.0	32.0	0.0	43.44282860000001	43.4204809	Non-Human	IonTorrent	Newbler v. 2.6	Ctenophthalmus orientalis	Siphonaptera	#c5e88a	2.MED	POINT (43.4204809 43.44282860000001)	8.658409999999998e-05	NA	2.3192199999999998e-05	0.828	231.0	130.0	52.0	2.5	0.0	0.0	258.0	231.0	27.0	0.104651	1.13157e-05	fail	1.0
GCA_001509855.1_ASM150985v1_genomic	Yp2126	2011.0	-10	United States of America	Arizona	39.7837304	-100.4458825	34.395342	-111.763275	Orientalis	1.ORI	1.ORI1	SAMN04012736	KEEP: Assembly Modern	1	North America	2011.0	10.0	0.0	34.395342	-111.763275	NA	Illumina GAIIx	ABySS v. 1.3.2	NA	NA	#ff0000	1.ORI	POINT (-111.763275 34.395342)	7.062689999999999e-05	NA	3.8398e-06	1.171	59.0	27.0	11.0	2.45455	4.0	0.363636	59.0	59.0	0.0	0.0	1.8845e-06	fail	0.0
GCA_001509865.1_ASM150986v1_genomic	Yp1945	2009.0	-12	United States of America	Texas	39.7837304	-100.4458825	31.8160381	-99.5120986	Orientalis	1.ORI	1.ORI1	SAMN04012733	KEEP: Assembly Modern	1	North America	2009.0	12.0	0.0	31.8160381	-99.5120986	Non-Human	Illumina GAIIx	ABySS v. 1.3.2	Flea	Siphonaptera	#ff0000	1.ORI	POINT (-99.5120986 31.8160381)	7.08625e-05	NA	4.0754e-06	2.19	62.0	21.0	16.0	1.3125	1.0	0.0625	62.0	62.0	0.0	0.0	1.8845e-06	fail	0.0
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	M-1453	1991.0	-30	Kazakhstan	Atyrau	47.2286086	65.20931970000001	47.660582700000006	50.806203	Medievalis	2.MED	2.MED1	SAMN04376922	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1991.0	30.0	0.0	47.660582700000006	50.806203	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (50.806203 47.66058270000001)	7.775289999999995e-05	NA	1.4360999999999995e-05	1.806	230.0	126.0	56.0	2.25	1.0	0.0178571	241.0	230.0	11.0	0.045643199999999995	5.1824e-06	pass	0.0
GCA_001617805.1_Yersinia_pestis_173_genomic	173	1978.0	-43	Kazakhstan	Mangystau Region	47.2286086	65.20931970000001	43.736245200000006	53.1681252	Medievalis	2.MED	2.MED1	SAMN04376919	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1978.0	43.0	0.0	43.736245200000006	53.1681252	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (53.1681252 43.73624520000001)	7.314449999999996e-05	NA	9.752599999999997e-06	1.685	216.0	118.0	46.0	2.56522	1.0	0.0217391	228.0	216.0	12.0	0.0526316	2.36e-08	pass	0.0
GCA_001617785.1_Yersinia_pestis_M-549_genomic	M-549	1977.0	-44	Turkmenistan	Balkan	39.37638070000001	59.3924609	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04376917	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1977.0	44.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (54.91200550000001 39.9353714)	7.264979999999996e-05	NA	9.257899999999998e-06	1.7209999999999999	214.0	118.0	49.0	2.4081599999999996	1.0	0.020408199999999998	236.0	214.0	22.0	0.09322029999999999	7.067e-07	pass	0.0
GCA_001617715.1_Yersinia_pestis_M-519_genomic	M-519	1967.0	-54	Turkmenistan	Balkan	39.37638070000001	59.3924609	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04376048	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1967.0	54.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (54.91200550000001 39.9353714)	8.338569999999994e-05	NA	1.9993799999999998e-05	2.225	265.0	149.0	60.0	2.48333	1.0	0.0166667	286.0	265.0	21.0	0.07342660000000001	1.10744e-05	pass	1.0
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	M-1763	2002.0	-19	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN04376042	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2002.0	19.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2,6	Nosopsyllus laeviceps	Siphonaptera	#c5e88a	2.MED	POINT (47.608851 47.1878186)	7.729019999999997e-05	NA	1.38983e-05	2.1830000000000003	240.0	128.0	61.0	2.09836	0.0	0.0	248.0	240.0	8.0	0.0322581	4.7113e-06	pass	0.0
GCA_001613895.1_ASM161389v1_genomic	KM-816	1990.0	-31	Turkmenistan	Balkan	39.37638070000001	59.3924609	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04364500	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1990.0	31.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (54.91200550000001 39.9353714)	7.517009999999998e-05	NA	1.17782e-05	1.71	222.0	117.0	51.0	2.29412	1.0	0.0196078	234.0	222.0	12.0	0.051282100000000004	1.6489e-06	pass	0.0
GCA_001613885.1_ASM161388v1_genomic	M-978	1990.0	-31	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN04364306	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	1990.0	31.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.475179999999994e-05	NA	1.1359899999999994e-05	1.6780000000000002	210.0	121.0	46.0	2.63043	0.0	0.0	239.0	210.0	29.0	0.12133900000000002	1.4009e-06	pass	0.0
GCA_001613865.1_ASM161386v1_genomic	1116-D	1971.0	-50	Russia	Ingushetia	64.6863136	97.7453061	43.1655309	44.979682	Medievalis	2.MED	2.MED1	SAMN04364301	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	1971.0	50.0	0.0	43.1655309	44.979682	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	#c5e88a	2.MED	POINT (44.979682 43.1655309)	0.00012977439999999998	NA	6.63825e-05	0.628	211.0	116.0	46.0	2.5217400000000003	2.0	0.043478300000000004	222.0	211.0	11.0	0.0495495	5.4506e-05	fail	1.0
GCA_001601285.1_ASM160128v1_genomic	I-1996	1970.0	-51	Russia	Zabaykalsky Krai	64.6863136	97.7453061	52.248521	115.956325	Antiqua	2.ANT	2.ANT3	SAMN04357319	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	1970.0	51.0	0.0	52.248521	115.956325	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus dauricus	Rodentia	#97fca7	2.ANT	POINT (115.956325 52.248521)	6.6949e-05	NA	5.4416e-06	1.985	184.0	93.0	47.0	1.97872	1.0	0.0212766	207.0	184.0	23.0	0.11111099999999999	1.6489e-06	pass	0.0
GCA_001601735.1_ASM160173v1_genomic	A-1815	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN04337145	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.6	Callopsylla caspia	Siphonaptera	#5148fc	0.PE	POINT (72.14310491939636 42.4451869)	9.948460000000001e-05	NA	9.725410000000002e-05	0.9420000000000001	424.0	221.0	91.0	2.42857	3.0	0.032967	447.0	424.0	23.0	0.051454099999999996	3.56261e-05	pass	1.0
GCA_001601675.1_ASM160167v1_genomic	C-741	1999.0	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04336076	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Europe	1999.0	22.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 2.6	Megabothris turbidus	Siphonaptera	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	9.71625e-05	NA	9.493199999999999e-05	1.018	571.0	315.0	133.0	2.36842	2.0	0.0150376	575.0	571.0	4.0	0.00695652	2.22061e-05	pass	1.0
GCA_001595585.1_ASM159558v1_genomic	M-1864	2009.0	-12	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN04329024	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2009.0	12.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.403109999999994e-05	NA	1.0639199999999993e-05	1.7080000000000002	219.0	121.0	51.0	2.37255	0.0	0.0	246.0	219.0	27.0	0.10975599999999999	2.36e-08	pass	0.0
GCA_000834755.1_ASM83475v1_genomic	A1122	1939.0	-82	United States of America	California	39.7837304	-100.4458825	36.7014631	-118.755997	Orientalis	1.ORI	1.ORI1	SAMN03074123	KEEP: Assembly Modern	1	North America	1939.0	82.0	0.0	36.7014631	-118.755997	Non-Human	454 GS FLX Titanium	NA	Spermophilus beecheyi	Rodentia	#ff0000	1.ORI	POINT (-118.755997 36.7014631)	7.06243e-05	NA	3.8372e-06	1.2	41.0	21.0	5.0	4.2	1.0	0.2	46.0	41.0	5.0	0.108696	9.423e-07	fail	0.0
GCA_000834905.1_ASM83490v1_genomic	Java9	1957.0	-64	Indonesia	Central Java	-2.4833826	117.8902853	-7.303241199999999	110.0044145	Orientalis	1.ORI	1.ORI1	SAMN03216587	KEEP: Assembly Modern	1	Asia	1957.0	64.0	0.0	-7.303241199999999	110.0044145	Non-Human	454 GS FLX Titanium	NA	Rattus rattus diardi	Rodentia	#ff0000	1.ORI	POINT (110.0044145 -7.303241199999999)	7.06506e-05	NA	3.8635e-06	1.435	55.0	32.0	11.0	2.90909	0.0	0.0	71.0	55.0	16.0	0.225352	2.36e-08	pass	0.0
GCA_000970105.1_ASM97010v1_genomic	KIM 5	2007.0	-14	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN03160723	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	35.672803	47.0124376	Human	454 GS FLX Titanium	NA	Homo sapiens	Human	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.314449999999997e-05	NA	9.752599999999997e-06	1.7469999999999999	227.0	122.0	50.0	2.44	2.0	0.04	262.0	227.0	35.0	0.133588	2.36e-08	pass	0.0
GCA_001188735.1_ASM118873v1_genomic	1045	[1961:1976]	[-60:-45]	Azerbaijan	Baku	40.3936294	47.7872508	40.3754434	49.8326748	Medievalis	2.MED	2.MED1	SAMN03943674	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2	Asia	1968.5	52.5	7.5	40.3754434	49.8326748	NA	NA	NA	NA	NA	#c5e88a	2.MED	POINT (49.8326748 40.3754434)	7.453429999999995e-05	NA	1.1142399999999999e-05	1.771	240.0	126.0	54.0	2.33333	2.0	0.037037	270.0	240.0	30.0	0.11111099999999999	1.4134e-06	pass	0.0
GCA_001188795.1_ASM118879v1_genomic	3067	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943655	KEEP: Assembly Modern Zhgenti 2015 Keller 2019 Placement	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.58945e-05	NA	8.366399999999999e-05	1.554	674.0	368.0	141.0	2.60993	13.0	0.0921986	685.0	674.0	11.0	0.0160584	2.5912e-06	pass	0.0
GCA_001188775.1_ASM118877v1_genomic	3770	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943654	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.495229999999999e-05	NA	8.272179999999998e-05	1.545	673.0	367.0	138.0	2.65942	14.0	0.101449	699.0	673.0	26.0	0.037196	1.1778e-06	pass	0.0
GCA_001188755.1_ASM118875v1_genomic	8787	1992.0	-29	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943569	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1992.0	29.0	0.0	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.468959999999999e-05	NA	8.245909999999998e-05	1.617	663.0	361.0	141.0	2.56028	12.0	0.0851064	691.0	663.0	28.0	0.040520999999999995	9.423e-07	pass	0.0
GCA_001188325.1_YPY_1_genomic	14735	[1961:1976]	[-60:-45]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943539	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1968.5	52.5	7.5	41.52653525	43.2469570403887	NA	Illumina HiSeq	Newbler v. 2.3	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.396269999999999e-05	NA	8.173219999999998e-05	1.58	674.0	371.0	136.0	2.7279400000000003	12.0	0.0882353	681.0	674.0	7.0	0.010279	4.711e-07	pass	0.0
GCA_001188335.1_DYA_1_genomic	G1670	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943538	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1975.0	46.0	25.0	41.52653525	43.2469570403887	NA	Illumina HiSeq	Newbler v. 2.6	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.799099999999999e-05	NA	8.576049999999999e-05	1.614	683.0	373.0	145.0	2.5724099999999996	12.0	0.0827586	693.0	683.0	10.0	0.014430000000000002	2.356e-07	pass	0.0
GCA_001188815.1_ASM118881v1_genomic	2944	1975.0	-46	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.44282860000001	43.4204809	Medievalis	2.MED	2.MED1	SAMN03941711	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2	Europe	1975.0	46.0	0.0	43.44282860000001	43.4204809	NA	NA	NA	NA	NA	#c5e88a	2.MED	POINT (43.4204809 43.44282860000001)	7.312089999999996e-05	NA	9.728999999999998e-06	1.745	235.0	121.0	58.0	2.08621	1.0	0.0172414	262.0	235.0	27.0	0.10305299999999999	1.1778e-06	pass	0.0
GCA_001261975.1_YPW_8_IHQD_genomic	KIM 10v	[1968:2015]	[-53:-6]	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN03817042	KEEP: Assembly Modern	2	Asia	1991.5	29.5	23.5	35.672803	47.0124376	Human	Illumina HiSeq	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.361559999999997e-05	NA	1.0223699999999997e-05	1.713	230.0	123.0	51.0	2.4117599999999997	2.0	0.0392157	267.0	230.0	37.0	0.138577	4.711e-07	pass	0.0
GCA_001261985.1_YPW_3_IHQD_genomic	EV76D	[1926:2015]	[-95:-6]	Madagascar	NA	-18.9249604	46.4416422	NA	NA	Orientalis	1.ORI	1.ORI3	SAMN03816156	KEEP: Assembly Modern	1	Africa	1970.5	50.5	44.5	-18.9249604	46.4416422	NA	Illumina HiSeq	Newbler v. 2.6	Vaccine	NA	#ff0000	1.ORI	POINT (46.4416422 -18.9249604)	7.01558e-05	NA	3.3687e-06	1.714	55.0	30.0	11.0	2.72727	5.0	0.454545	81.0	55.0	26.0	0.320988	9.423e-07	fail	0.0
GCA_001188935.1_ASM118893v1_genomic	1413	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03783058	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.495229999999999e-05	NA	8.272179999999998e-05	1.587	664.0	363.0	139.0	2.61151	12.0	0.0863309	694.0	664.0	30.0	0.0432277	2.36e-08	pass	0.0
GCA_001188715.1_ASM118871v1_genomic	1522	[1961:1976]	[-60:-45]	Armenia	Shirak Province	40.7696272	44.6736646	40.8294349	43.8276008	Caucasica	0.PE	0.PE2	SAMN03783057	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1968.5	52.5	7.5	40.8294349	43.8276008	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.37272e-05	NA	8.149669999999999e-05	1.568	670.0	369.0	133.0	2.7744400000000002	13.0	0.0977444	693.0	670.0	23.0	0.033188999999999996	2.356e-07	pass	0.0
GCA_001188695.1_ASM118869v1_genomic	1412	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03782999	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.495229999999999e-05	NA	8.272179999999998e-05	1.5830000000000002	668.0	364.0	142.0	2.56338	11.0	0.0774648	683.0	668.0	15.0	0.021961900000000003	2.36e-08	pass	0.0
GCA_000006645.1_ASM664v1_genomic	KIM 10+	1968.0	-53	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN02604093	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2	Asia	1968.0	53.0	0.0	35.672803	47.0124376	Human	NA	NA	Homo sapiens	Human	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.545289999999998e-05	NA	1.2060999999999999e-05	1.8319999999999999	235.0	126.0	52.0	2.42308	1.0	0.0192308	260.0	235.0	25.0	0.0961538	2.3556e-06	pass	0.0
GCA_000022845.1_ASM2284v1_genomic	Z176003	1976.0	-45	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	1.IN	1.IN2	SAMN02603873	KEEP: Assembly Modern	1	Asia	1976.0	45.0	0.0	29.8556443	90.8749807	Non-Human	NA	NA	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.287689999999998e-05	NA	3.1803000000000003e-06	2.0	80.0	45.0	21.0	2.1428599999999998	0.0	0.0	99.0	80.0	19.0	0.191919	1.1778e-06	pass	0.0
GCA_000022825.1_ASM2282v1_genomic	D182038	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02603872	KEEP: Assembly Modern	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	NA	NA	Apodemus chevrieri	Rodentia	#ff4824	1.IN	POINT (102 25)	8.45605e-05	NA	2.48639e-05	0.7440000000000001	176.0	104.0	35.0	2.97143	6.0	0.171429	199.0	176.0	23.0	0.115578	2.1899e-05	fail	1.0
GCA_000022805.1_ASM2280v1_genomic	D106004	2006.0	-15	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02603871	KEEP: Assembly Modern	1	Asia	2006.0	15.0	0.0	25.0	102.0	Non-Human	NA	NA	Apodemus chevrieri	Rodentia	#ff4824	1.IN	POINT (102 25)	7.88065e-05	NA	1.91099e-05	1.276	151.0	76.0	45.0	1.6888900000000002	6.0	0.13333299999999998	173.0	151.0	22.0	0.127168	1.81441e-05	pass	1.0
GCA_000007885.1_ASM788v1_genomic	91001	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Microtus	0.PE	0.PE4m	SAMN02602970	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	0	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	NA	NA	Microtus brandti	Rodentia	#5148fc	0.PE	POINT (114.3251664 43.2443242)	7.13912e-05	NA	6.91607e-05	1.431	466.0	240.0	96.0	2.5	14.0	0.145833	506.0	466.0	40.0	0.0790514	8.6507e-06	pass	0.0
GCA_000013825.1_ASM1382v1_genomic	Antiqua	1965.0	-56	Democratic Republic of the Congo	NA	-2.9814344	23.82226360000001	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN02598369	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	1	Africa	1965.0	56.0	0.0	-2.9814344	23.82226360000001	Human	NA	NA	Homo sapiens	Human	#ff8a48	1.ANT	POINT (23.82226360000001 -2.9814344)	8.01795e-05	NA	1.2661499999999999e-05	2.883	217.0	111.0	48.0	2.3125	10.0	0.208333	228.0	217.0	11.0	0.04824559999999999	9.423e-07	fail	0.0
